CO,CO2,PM25,PM10,NO2,AQI
1.9352465823520764,999.4986084577795,115.22404144767606,204.87139505433083,147.34967064304422,191
4.75850010140859,1131.1688379687853,103.20906838826397,301.2312412799117,40.979839141748755,218
3.686770314875885,1760.0031987835976,56.96540418834372,229.4400444559699,72.5947404021278,186
3.0334265725654794,911.007236998822,184.14366767993894,42.48800741360059,134.33972418727456,204
0.864491338167939,1784.9219799400826,145.60412735004553,82.3762923455866,99.00742218227359,167
0.864373149647393,495.42181111154093,260.3817927355811,95.53799177205846,149.0213525338043,216
0.3846096996241774,1631.7174213942408,14.472326242207185,110.5670589214895,192.43554073845763,125
4.344263114297183,1748.453594540315,194.94103862876227,230.50732286069666,27.72660410446351,252
3.0454635575417233,649.999127181609,230.06991916091053,206.54665413190347,143.36570469762188,258
3.569555631200623,1060.0717784141307,229.04853791055058,89.23241496204149,49.917110348262334,222
0.200864022049432,623.0746281950318,266.39182029317993,36.34638894771796,85.822961844476,181
4.852558275593773,1515.8968128404592,220.06495413470074,76.85855974514006,11.408231530052266,231
4.178968939922067,1233.3238173017337,278.7039681860704,393.9087119212553,31.501939547076294,314
1.1404616423235532,1398.2835220687298,103.13369694716299,192.7333104186742,67.35657136453544,155
0.9909423393147931,674.2034954777484,153.4467779417052,348.26474683382384,71.68723203115707,196
0.9986820982818257,699.3806723864922,9.153500668452748,341.0134620008489,180.41911721010868,155
1.5907869905017349,418.4705870913455,7.052488254470908,209.49262741052075,149.65351730697046,122
2.6713065149979656,881.4114330729541,75.83735303319837,285.608206299612,194.575678796473,211
2.2165305913463675,1273.5786912005638,34.73812315603015,85.17328406095778,121.81894451537191,129
1.5270227869704054,1765.5926080955926,81.76235354104732,278.47471492149424,52.134177757807,170
3.0980791841396598,1450.4302883068233,57.22777188587723,116.2299859126829,68.89273083472035,148
0.783519917195005,1068.4039336095898,13.41340732740123,334.5042177341188,67.36800504193359,126
1.5315087778225691,1922.6481887503273,273.24472318978457,42.65241191247487,68.66639389433406,227
1.8951730321390894,1536.7545809501225,7.4258237597229995,311.5240824252582,136.22801375680405,166
2.334742922663476,1884.7725847232075,222.1442325794402,48.97539356176162,108.50754597763117,226
3.947362210825767,1220.5201558990734,49.88362664125738,353.6638023887805,80.15771472689563,203
1.0784015325759628,777.1920534086803,274.107738489882,128.63976207265145,34.07250490209974,204
2.619748748226697,437.16403250179127,268.3748021790163,265.21341228392413,9.317136773718453,238
3.0028313874240085,1548.0400049483533,197.9008381789309,200.12588866190913,47.67276212960006,229
0.3276070223279889,550.1499467091313,203.30907419117852,152.8582266523122,25.956923773892846,155
3.0769697743170483,849.5789616487458,6.57504688105812,261.72231494156364,158.16178101618667,166
0.9355682060677285,1228.5769980084308,295.5371120035126,379.5339624149828,26.93710177370765,270
0.41875280562786965,1281.2873698365836,263.9606180548652,26.095201476102524,146.22450627483306,212
4.749539132541333,1340.9622750287745,269.05633659037716,368.3526137944107,80.20344450633611,330
4.831596962065341,624.3212950770061,199.47713843000722,247.54184545819527,19.308786000036314,239
4.06114700577066,976.5667179557205,106.71214395308827,324.8525772999304,163.48235963915923,247
1.5926074689495164,1368.3704747429952,268.6263514816918,159.71123183936825,118.0279611961396,252
0.578593358631281,1950.2011266457448,90.99749380460175,194.01876018666934,50.973495008396746,147
3.452741829909569,1550.5913772044864,170.99990528594984,348.85179320245396,179.46282899487025,291
2.2567472193240468,1872.2961992050305,34.42063684144531,171.790708225831,13.825371204757534,127
0.6979873507394163,1607.649896218392,276.9769108891613,218.51723103214314,44.35482359856377,238
2.526366859545224,1326.3329986724607,46.527285042507934,17.876020002889835,151.6491509221429,136
0.26850375346457017,666.8385590749685,71.34455769047014,71.85322227683649,143.3286964104284,110
4.555669970186033,1450.0313256226466,169.6495766478234,260.2577381101719,61.407980276273214,252
1.368021909840083,1378.5762838338467,230.40743506282956,289.62099141491206,17.094850693792708,226
3.346359193334512,1344.0741312544897,187.7086352512082,237.21436534595477,172.32522408386404,270
1.6273842728381138,1158.1466821805973,73.47950427604607,65.89091414748816,66.171039423631,117
2.648333303771273,1222.2833965823047,5.278197545609649,183.70811714535557,43.16411591101172,116
2.7788803687820707,901.8301697448717,228.35942119069458,148.48695888164403,105.63205536039054,235
1.0057868320750825,1206.8659428598003,295.63616114377265,203.30792417368446,182.49430386007722,282
4.850964676046337,675.9672443694891,243.92437049029667,349.42832347609675,13.491582679458192,282
3.8981508344694618,1678.5377556446217,140.76095235620153,312.58596107687424,154.3317971660231,271
4.703544813664527,656.5319752528679,271.61134211273645,42.75590554177199,116.63227944804824,263
4.48465401709548,490.19437831761957,125.90506356991325,357.2205871320801,87.9625777276043,237
3.0297098961743174,1069.8059434893096,159.85555485182292,193.9891889484312,150.09568660048672,230
4.617183751613273,1436.2072751850021,145.75328138172657,300.1062365055394,193.3357627661183,288
0.5336132600544056,1072.2327611403432,137.04904243632987,64.61530019309734,49.69521117672475,125
1.0603160258538116,806.6443177196592,233.68127694170218,271.5806150257487,33.011236189063325,213
0.32161371566163655,1270.982453419227,160.39682764450015,102.16714686768859,183.01194031842593,185
1.6941186207399954,922.55385343013,98.43155099743873,180.9685498849633,135.4458501041742,169
2.004518719478462,1889.2316887089446,81.1566594592511,16.57651933202072,90.40727420458336,138
1.42961025569209,1872.364480345894,16.135458505392847,69.12814879288565,116.7856162015352,115
4.160813794844454,1178.9135029539575,177.04257275549855,45.91139231821171,150.3947115093676,228
1.8480913007985875,891.0085901301265,72.83861754330509,103.5002274459208,155.74122024761485,149
1.4765790974681658,1566.2684830284545,48.69950699483301,49.007055109485684,184.3793652596981,142
2.7592108074754176,410.57635674705995,197.87983932916492,279.8449103816291,88.23434383464642,230
0.790528702376337,1133.3688599720244,205.9567310573569,21.325561861595553,62.215127453782024,160
4.030765205694794,904.9336005460503,226.88569321601145,250.9187952437492,129.73453202401916,281
0.46529815403087704,1868.8842104192152,153.55518441988448,64.87605402197396,86.06694035950842,159
4.935745989342535,369.8049949999262,268.74610853514656,378.6129682993798,120.94669852005069,327
3.8839993695536217,1262.144544935276,281.2211122524772,373.9066885128432,86.89723069891029,324
1.073706839517445,1572.0949087599329,243.17442723878438,97.94620998317542,34.83417840224402,199
0.12705837390565175,1150.279679414668,192.50007719241523,249.6243063069815,96.5382165734969,200
4.095760999428688,490.91499976849076,94.59768130940066,20.92207459425879,139.7289752785014,164
3.5636009848533243,1954.5612935460388,294.96875187796525,373.3975317899579,160.86034249519173,362
3.672135123400838,1204.7172117705616,85.87016932162182,213.96505019476677,101.19862397532663,195
3.8792246987611345,1363.4073031263688,64.78379198717717,26.857029052933807,37.22138859102818,134
0.4628187934970428,740.4061414673871,135.43546356704192,143.57499727317358,85.86410338163915,143
1.856482069866936,1147.7718404262264,21.767968360154597,39.97129012588134,158.32731612413116,117
0.6677583916731357,1058.096661731231,293.6558670781783,163.24833135561036,85.5075577703292,236
4.329206786790409,473.5781393032732,178.58789914284532,271.271273442916,140.82350475282334,260
3.154160821455034,525.164583353321,169.3008670409317,193.25706413616143,103.9066679272275,212
1.7214003217779812,1731.829657370978,198.45990257041737,159.65164814058724,52.03850939633236,207
0.41143591640151583,745.7029211408739,151.62197609427596,56.471247760781274,160.24934906449948,156
1.6238133764067448,671.6811479727404,14.458737542889766,105.52622782052596,21.421623543783973,72
1.6933982779310606,1183.1038945627297,185.63183020791703,49.05588221795694,107.35360513725436,183
3.675070273856514,1618.4327667481464,216.27129370214703,324.9245053460977,45.733751677463964,274
3.2240316096405444,452.2117556553301,127.94097288409567,62.7435329140418,18.077797565568254,139
4.447342438624,1301.733067403122,228.4021937610019,242.19561295406845,103.07211773123353,286
2.413853133293552,546.697230686946,71.96538330483408,143.6687612996499,102.4146204073101,142
0.6860118050976783,410.16073386227043,70.27659436452429,98.13157001552156,142.84567582676556,116
3.5948994573926756,437.0275210676587,52.61801136783431,259.39269140192044,150.22638514512144,185
3.8278467382227976,1726.3707785439283,114.73845413780275,188.23090065700686,146.91934029511486,231
2.8502582680905317,544.6545979863016,254.86855043977965,166.05673224097805,84.86395291876724,239
3.877739181777349,424.4997512802817,249.23405833397396,241.2122819079664,128.1795085091797,277
2.5195984221855148,1072.5348137858052,117.93314134923362,201.59437511110028,117.50432231557225,193
2.661390863971771,1742.589228704341,178.7900271141698,128.3588413351087,87.20454244279932,216
2.1949509899568933,782.9738212073482,217.6408133601001,228.03390222844814,121.45647536626868,239
0.22455372104606644,1045.825818917762,76.15599851526677,271.10444485477086,189.7133359577212,173
0.6286679922671918,415.87217873018955,54.60162033895039,20.41033184887317,42.61428001786858,61
0.25400300986499785,1090.9795483225453,291.76831799763175,191.68997427399339,181.62555867817764,264
3.2184110151925243,1303.0615830512706,187.17940739683746,32.49648098758207,15.42382522672368,179
1.6403443072740007,1291.996638691039,294.51763794093085,82.69811148656332,65.13589651582383,233
2.5919963867070437,898.5040420877025,104.63801620400758,228.5984062904095,61.188323479248005,173
4.547075722237856,870.6297480941736,212.3943514923688,347.8136769535765,127.14119603677662,299
1.3215319228294873,525.9289712453865,70.66807277966512,354.2942148835091,30.588865596571612,145
2.110876322874586,955.2172290663428,82.05405052580431,37.278163954066194,177.057784308752,152
3.8022005788609388,514.1662036403917,156.01112577453907,173.4509836518156,166.56752465068305,229
1.2211110109089502,1614.883308774885,99.28734702488102,237.372528371775,132.15283483862916,187
0.47720155816108567,1944.3525912845066,54.44836133297242,67.35726277463392,94.39069719947857,115
1.5197821192774634,1950.6228535000664,82.54980708685117,308.51856453046094,186.92642821770528,220
0.8899843075446218,1777.3673139694,15.545776367430069,300.25175079052315,166.9955781705084,166
4.655518496478608,1341.3070464103716,212.80496833585855,362.3029953456499,102.36645387584275,306
4.059789859865643,1506.4284004524018,150.17441384032918,13.309544712542777,141.86530411859067,211
3.203678406901075,820.5895744226832,32.80170458933506,94.50685515571104,115.55134067503849,134
4.370156891919817,1390.771193284824,55.649727972904905,332.60281855567547,119.64873648571158,223
4.037993176805661,1101.8217565757977,35.247688743229986,271.5262198225048,69.5403335403069,175
1.0141932885415756,1145.3286106319385,185.71487844138355,358.8120429424114,95.10649790185487,231
4.473539092600891,1600.3313246190105,32.79205726568567,32.30006526680394,20.23367900400012,128
2.742776985386689,815.1652867354652,227.51328824538874,242.8159466294127,74.68299487459554,242
4.056456760303907,874.7653592959579,11.050721199515397,231.92816420853293,140.68656049561963,172
4.490847369625117,1875.6589553622505,78.56585745878817,23.913022380607625,190.87712594870632,206
1.658217027362133,442.7700865041042,267.7466693881126,210.27360999586858,192.79750198878895,267
0.6392544301856161,1151.2965923820116,216.96673884606258,247.71292141087045,113.36595947935388,224
1.2168822964555144,1856.121320672972,26.525658213077875,84.60433793882181,123.2913391028685,122
2.192828164268656,1357.0989628999591,247.23220082312804,116.59853741861855,41.21563117268866,219
4.108272353020217,1251.571672450018,150.44536085436042,259.73546505611745,140.5850810782385,256
4.317579857956083,762.0778957284361,254.80099301480462,192.63736956398375,18.778464571505317,251
0.13406543960283446,916.4045569563397,182.21823346286604,344.6253264516475,60.513708730891686,198
2.602661782630072,1755.8798860777433,206.14074444969333,143.52888874358345,135.33085272066123,246
2.1453139154290173,1272.709917417956,298.0829603167339,113.99726677139846,65.51047565098041,249
1.1883282713065784,1199.3246196986868,73.53898604758535,394.0977167344887,14.720140452318592,161
0.6873402999350458,514.3065273410477,189.06394455460955,365.3429503507325,167.21472982343795,238
1.7543143398777772,376.44645815095316,140.7948100669325,21.307170549602144,65.5143513912398,128
4.720257549171344,1940.080561333631,16.638326112193973,310.5841599695607,17.305518847442293,185
1.6836943669017008,972.0271760232887,9.268839243345186,53.03056179182916,19.58369207805871,65
2.642074046542494,1345.3015524641821,40.17243045626831,20.71922598345467,54.09296576380696,106
3.5447928985863717,481.52987075902024,196.4820634588717,116.74125122687607,39.71310970819762,196
1.8817850516585406,1477.1385714430269,172.3131109344507,115.04489283383067,155.98852296712943,213
4.861732205332707,1888.7350693648355,168.2617205432996,329.53431731531623,67.72838910007171,281
4.815991745216345,1299.8476674457424,14.397744945836726,287.1602259177057,161.91567808276733,211
1.3337332495442844,558.0902819194274,143.44438392620208,392.8276766594856,38.899969575514795,193
2.536517678872689,1309.8405203312366,277.76373126354594,287.4900311216092,101.11144001109633,290
1.5743037181021715,1614.4729016226763,122.28960144664075,173.11966576985867,139.16724104286013,193
1.4957184224495914,1020.5872853471308,189.35212858759462,282.58178776863457,132.1382165038417,233
0.2807460420372107,1801.732284103422,235.04650930882735,399.7890362026968,122.2202349364024,274
3.086865236501495,1420.3268730396514,236.25795734685684,286.95533419938596,185.3402123765781,305
2.5631272138214216,1833.7607151771842,158.18762430660504,307.0557288323241,49.562403802815155,230
0.35224588112494787,1378.7837635581063,258.0958238936892,375.9623559242012,101.27524487011055,267
1.4653676747593962,566.6251538079599,120.45653754230536,54.323991911556504,177.3785472641197,157
4.550502841236604,860.991323323562,267.1644983615155,284.8658744446135,20.18928429105562,282
1.273853264268165,682.9616646165539,75.86701408668587,341.8143236073051,15.898212309349674,143
0.8099848732469932,1849.563721232823,87.66384006221845,382.2076540861483,50.49394607386682,184
2.498318525360059,1604.6601110243464,20.670584138705323,92.27802298756275,128.4391378099136,136
4.929687225141944,1466.05730870151,239.69664177997345,206.53231301245523,55.67652715771234,281
1.2860708304063522,846.5944273921758,128.03129468864813,275.4163905813479,42.0967773427158,167
3.393464182288805,653.6738738828523,72.58940110386271,106.5124145055216,94.46645149486696,149
3.8319361151107163,1598.1442951817046,73.378131896891,244.18441666760688,124.65162341003524,212
1.2644239655627585,1132.3606107004814,270.9129826626238,110.45572517421975,53.46875286826438,215
3.6682601081981123,722.5527610485381,251.00539713600588,140.04823800734243,63.6347814111297,242
1.9021373503243408,1367.426263972704,168.29161118036907,182.19229163923737,124.64406443824521,213
3.19829856990854,416.55085602844576,186.75268612263773,216.38413851116113,189.41899228794327,249
3.2042955827283843,888.1809193116183,144.92604331233585,185.25268993380874,136.5746368504272,216
2.725295951966317,1123.1190410753723,120.54163014924862,202.34625271729237,157.6663079989892,211
0.5424198732666007,594.1312512805197,275.06567995940776,126.44961495243412,76.5279684773164,205
4.192982228387266,1974.6798880248853,42.05574753848911,71.99638666882593,58.089600079970886,155
1.6718223183615057,695.0106515728635,128.44180296628724,28.466491157467377,93.58220992451139,136
1.0139407009592858,565.0826645713881,106.64576285642322,86.4317017717504,162.39090159877637,145
0.2997981936183432,685.832541913379,151.95446247408876,236.95802018725539,93.97843014915838,169
2.995375421622385,1618.950869713545,140.00140299082665,316.58502464322163,170.1114547140229,261
3.420065373027184,1052.0843377985407,158.072411837069,76.00656300272887,197.8105362355498,225
